시도,시군구,어린이집유형,어린이집명,전화번호,주소
대구광역시,달서구,민간,우주과학어린이집,053-656-0071,대구광역시 달서구 야외음악당로11길 14-7 (성당동)
대구광역시,달서구,가정,프레리베베어린이집,053-622-7976,"대구광역시 달서구 장기로 127 308동 103호(성당동, 성당래미안E-편한세상)"
대구광역시,달서구,국공립,정우어린이집,053-626-4380,대구광역시 달서구 중흥로12길 58 (송현동)
대구광역시,달서구,사회복지법인,대자연어린이집,053-655-1911,대구광역시 달서구 앞산순환로55길 46 (송현동)
대구광역시,달서구,사회복지법인,소망어린이집,053-629-9212,대구광역시 달서구 앞산순환로61길 68 (송현동)
대구광역시,달서구,민간,동그라미숲어린이집,053-651-0146,대구광역시 달서구 중흥로8길 58-4 (송현동)
대구광역시,달서구,민간,한국어린이집,053-656-0707,대구광역시 달서구 중흥로8길 112 (송현동)
대구광역시,달서구,국공립,수자인누리어린이집,053-719-3185,대구광역시 달서구 구마로 230 한양수자인더팰리시티1블럭
대구광역시,달서구,국공립,수자인다온어린이집,053-651-6540,대구광역시 달서구 구마로 230 한양수자인더팰리시티 2블럭 109동 앞
대구광역시,달서구,국공립,큰사랑어린이집,053-656-3232,대구광역시 달서구 월배로75길 132
대구광역시,달서구,국공립,효성어린이집,053-636-4363,"대구광역시 달서구 송현로 113 (송현동, 본동주공아파트)"
대구광역시,달서구,가정,우방하이츠어린이집,053-644-5771,"대구광역시 달서구 학산남로 90 (송현동, 우방송현하이츠아파트 관리동)"
대구광역시,달서구,국공립,성서전석어린이집,053-584-7683,"대구광역시 달서구 신당로 56 (신당동, 성서주공1단지아파트)"
대구광역시,달서구,국공립,신당어린이집,053-586-1295,"대구광역시 달서구 신당로 55 (신당동, 성서주공아파트)"
대구광역시,달서구,민간,다시봄어린이집,053-592-8700,"대구광역시 달서구 호산로 125 (파호동, 삼성명가타운)"
대구광역시,달서구,민간,삼성어린이집,053-588-0085,"대구광역시 달서구 호산로 126 (호산동, 삼성한국형아파트)"
대구광역시,달서구,민간,이삭어린이집,053-588-7120,대구광역시 달서구 성서서로73길 66 (신당동)
대구광역시,달서구,민간,한빛어린이집,053-581-2969,"대구광역시 달서구 신당로 55 (신당동, 성서2단지아파트)"
대구광역시,달서구,가정,꿈그린어린이집,053-586-6199,"대구광역시 달서구 달서대로 719  (신당동, 신당한화꿈에그린)"
대구광역시,달서구,가정,스펀지어린이집,053-591-1312,"대구광역시 달서구 호산로 125 221동 103호(신당동,삼성명가)"
대구광역시,달서구,가정,아이나무어린이집,053-591-2778,대구광역시 달서구 계대동문로11길 15 (신당동)
대구광역시,달서구,가정,에덴동산어린이집,053-591-0015,"대구광역시 달서구 호산로 125 207동 107호(파호동, 삼성명가타운)"
대구광역시,달서구,가정,예솔어린이집,053-588-2282,"대구광역시 달서구 호산로 126 111동 102호(호산동, 삼성한국형아파트)"
대구광역시,달서구,가정,조이풀어린이집,053-582-9607,대구광역시 달서구 서당로9길 20-15 (신당동)
대구광역시,달서구,직장,계명문화대학교부설어린이집,053-589-7875,대구광역시 달서구 달서대로 675 계명문화대학 유아교육관 1층 (신당동)
대구광역시,달서구,직장,동산의료원어린이집,053-258-7134,대구광역시 달서구 달구벌대로 1035 (신당동)
대구광역시,달서구,국공립,캐슬어린이집,053-563-0079,"대구광역시 달서구 장산남로 33 (용산동, 용산롯데캐슬그랜드)"
대구광역시,달서구,국공립,하늘별어린이집,053-565-5799,"대구광역시 달서구 용산로 160 (용산동, 우방죽전타운)"
대구광역시,달서구,민간,난나어린이집,053-523-7979,대구광역시 달서구 와룡로45길 56-19 (용산동)
대구광역시,달서구,민간,담은어린이집,053-525-4181,"대구광역시 달서구 용산로 259 (용산동, 용산파크타운)"
대구광역시,달서구,민간,용산어린이집,053-522-0045,"대구광역시 달서구 용산서로 9  (용산동, 세광태왕2차타운)"
대구광역시,달서구,민간,은하수어린이집,053-521-9778,대구광역시 달서구 달구벌대로301길 58 (용산동)
대구광역시,달서구,민간,키즈하버드어린이집,053-525-4014,"대구광역시 달서구 용산로 254 201동1층 (용산동,,용산청구블루빌타운)"
대구광역시,달서구,민간,한세어린이집,053-568-5008,대구광역시 달서구 와룡로51길 72-20 (용산동)
대구광역시,달서구,민간,행복한자이어린이집,053-563-6100,"대구광역시 달서구 달구벌대로 1515 (용산동, 용산자이)"
대구광역시,달서구,가정,용산파크어린이집,053-525-0686,"대구광역시 달서구 용산로 259 101동 102호(용산동, 용산파크타운)"
대구광역시,달서구,가정,해피키드어린이집,053-527-2777,"대구광역시 달서구 용산로 174 103동 105호(용산동, 용산우방아파트)"
대구광역시,달서구,국공립,꿈동산어린이집,053-587-2380,"대구광역시 달서구 성지로 12 관리동(용산2동, 성서주공7단지)"
대구광역시,달서구,사회복지법인,한솔어린이집,053-587-7970,대구광역시 달서구 성지로16길 69-6 (용산동)
대구광역시,달서구,민간,백산어린이집,053-588-5563,"대구광역시 달서구 성지로 75 (용산동, 성서청구아파트)"
대구광역시,달서구,민간,성지숲속어린이집,053-587-3825,"대구광역시 달서구 성지로 42 (용산동, 성서주공8단지)"
대구광역시,달서구,민간,소리나는어린이집,053-587-5859,대구광역시 달서구 새동네로 34 보람타운내 (용산동)
대구광역시,달서구,민간,키즈랜드어린이집,053-583-5580,"대구광역시 달서구 선원남로 151 (용산동, 한마음타운)"
대구광역시,달서구,가정,까꿍몬테소리어린이집,053-587-6921,"대구광역시 달서구 성지로 75 102동 103호(용산동, 성서청구아파트)"
대구광역시,달서구,가정,별다래어린이집,053-582-1171,"대구광역시 달서구 성지로 35  (용산동, 성서주공6단지)"
대구광역시,달서구,가정,보성어린이집,053-586-4424,"대구광역시 달서구 선원로 241 (용산동, 성서2차보성타운)"
대구광역시,달서구,가정,성산이지숲어린이집,053-262-1626,"대구광역시 달서구 선원남로 181 (용산동, 성서주공5단지)"
대구광역시,달서구,국공립,다원어린이집,053-635-5633,"대구광역시 달서구 조암로10길 11 (월성동, 월성협성휴포레)"
대구광역시,달서구,국공립,라온어린이집,053-636-0789,대구광역시 달서구 조암남로14길 57
대구광역시,달서구,국공립,사랑별어린이집,053-641-4500,"대구광역시 달서구 월성로 132 (월성동, 이편한세상월배아파트)"
대구광역시,달서구,국공립,아이멘토어린이집,053-295-3334,"대구광역시 달서구 조암로6길 20 관리동내 101호(월성동, 월성푸르지오)"
대구광역시,달서구,국공립,월성삼정에듀파크어린이집,053-716-3690,대구광역시 달서구 월성로 100 관리동(월성삼정그린코아에듀파크)
대구광역시,달서구,국공립,월성이편한어린이집,053-259-8500,"대구광역시 달서구 조암남로 10 (월성동, 월성e편한세상)"
대구광역시,달서구,국공립,하늘꿈채어린이집,053-631-3924,"대구광역시 달서구 조암남로16길 19 관리동107동앞(월성동, 월성동코오롱하늘채)"
대구광역시,달서구,사회복지법인,상원어린이집,053-643-1004,대구광역시 달서구 조암로 89-23 (월성동)
대구광역시,달서구,민간,삼성래미안어린이집,053-641-1201,대구광역시 달서구 상원로 143 래미안월성아파트 관리동내 (월성동)
대구광역시,달서구,민간,아이린어린이집,053-637-4900,대구광역시 달서구 월배로33길 115 (월성동)
대구광역시,달서구,민간,월성아이세상어린이집,053-642-7500,대구광역시 달서구 조암남로10길 42 (월성동)
대구광역시,달서구,민간,하늘꿈어린이집,053-631-3927,대구광역시 달서구 조암로14안길 18-9 (월성동)
대구광역시,달서구,가정,그린키즈태왕어린이집,053-636-6599,"대구광역시 달서구 조암남로 24 (월성동, 월성태왕아너스)"
대구광역시,달서구,가정,꽃들어린이집,053-644-0767,"대구광역시 달서구 월성로 100 112동 101호(월성동, 월성삼정그린코아에듀파크)"
대구광역시,달서구,가정,단비어린이집,053-631-3921,"대구광역시 달서구 월성로 132 105동 103호(월성동, 이편한세상월배아파트)"
대구광역시,달서구,가정,베스트어린이집,053-636-6345,"대구광역시 달서구 월배로33길 117 102동 101호(월성동, 태왕아너스베스트)"
대구광역시,달서구,가정,새기쁨어린이집,053-636-1431,"대구광역시 달서구 조암로6길 19 101동 107호(월성동, 월드메르디앙)"
대구광역시,달서구,가정,참좋은어린이집,053-632-7953,"대구광역시 달서구 학산로2길 39 101동 109호(월성동, 월성영남맨션)"
대구광역시,달서구,가정,청솔어린이집,053-292-5888,"대구광역시 달서구 조암로6길 20 108동 108호(월성동, 월성푸르지오)"
대구광역시,달서구,가정,하늘채어린이집,053-632-5822,"대구광역시 달서구 조암남로16길 19 106동108호 (월성동, 월성동코오롱하늘채)"
대구광역시,달서구,가정,해담어린이집,053-635-4488,"대구광역시 달서구 조암로6길 20 102동 105호(월성동, 월성푸르지오)"
대구광역시,달서구,가정,행복한어린이집,053-634-3217,"대구광역시 달서구 학산로 30 107동 101호(월성동, 월성보성타운)"
대구광역시,달서구,국공립,로사어린이집,053-634-8298,"대구광역시 달서구 월성로 77 (월성동, 월성주공아파트2단지)"
대구광역시,달서구,국공립,월성무지개어린이집,053-638-1127,"대구광역시 달서구 학산로7길 39 (월성동, 월성주공3단지아파트)"
대구광역시,달서구,가정,서한프뢰벨어린이집,053-636-0930,"대구광역시 달서구 학산로 15 102동 102호(월성동, 월성서한이다음)"
대구광역시,달서구,국공립,AK아이터어린이집,053-634-5115,"대구광역시 달서구 월배로11길 33 (진천동, 진천역AK그랑폴리스)"
대구광역시,달서구,국공립,아이빛어린이집,053-635-7400,대구광역시 달서구 조암남로 182 월배아이파크1차
대구광역시,달서구,국공립,아이솔어린이집,053-638-5582,"대구광역시 달서구 월배로5길 76 (유천동, 대구월배아이파크2차)"
대구광역시,달서구,국공립,월배삼정어린이집,053-632-3240,"대구광역시 달서구 조암남로32길 40 (대천동, 월배삼정그린코아포레스트)"
대구광역시,달서구,국공립,월배힐스테이트어린이집,053-632-5408,대구광역시 달서구 조암남로 132 102동 103호
대구광역시,달서구,민간,썸머힐어린이집,053-638-3131,대구광역시 달서구 조암남로27길 10 (대천동)
대구광역시,달서구,민간,아이마루어린이집,053-636-0992,"대구광역시 달서구 조암남로 132 (대천동, 월배힐스테이트)"
대구광역시,달서구,민간,키즈월드어린이집,053-643-5133,"대구광역시 달서구 달서대로 41 104동1층 (유천동 ,대곡역화성파크드림)"
대구광역시,달서구,민간,하늘숲어린이집,053-637-7717,"대구광역시 달서구 조암남로32길 13  204동 (유천동, 월배쌍용예가아파트 부속동)"
대구광역시,달서구,가정,빛소어린이집,053-633-6616,"대구광역시 달서구 월배로5길 76 201동 103호(유천동, 월배아이파크2차아파트)"
대구광역시,달서구,가정,사랑가득어린이집,053-639-7955,"대구광역시 달서구 월배로5길 76 214동 103호 (유천동, 대구월배2차아이파크)"
대구광역시,달서구,가정,아이파크어린이집,053-634-9577,"대구광역시 달서구 조암남로 182 103동 102호 (유천동, 대구월배IPARK)"
대구광역시,달서구,가정,한가람어린이집,053-262-0079,"대구광역시 달서구 달서대로 67 (유천동, 포스코더샵)"
대구광역시,달서구,국공립,한별어린이집,053-588-5008,"대구광역시 달서구 이곡공원로 33 (이곡동, 성서동서화성타운)"
대구광역시,달서구,사회복지법인,청아어린이집,053-592-7972,대구광역시 달서구 이곡공원로1길 16 (이곡동)
대구광역시,달서구,민간,성서무지개어린이집,053-588-7915,"대구광역시 달서구 선원로 171 (이곡동, 성서무지개타운)"
대구광역시,달서구,민간,신나는어린이집,053-587-6878,"대구광역시 달서구 선원로 137  (이곡동 ,푸른마을)"
대구광역시,달서구,민간,아이누리어린이집,053-586-9388,"대구광역시 달서구 선원남로 99 (이곡동 ,성서한빛마을)"
대구광역시,달서구,민간,예나어린이집,053-213-0693,대구광역시 달서구 성서로72길 97-11 (이곡동)
대구광역시,달서구,민간,토마토어린이집,053-587-7009,대구광역시 달서구 성서동로65길 24 (이곡동)
대구광역시,달서구,가정,숲속나라어린이집,053-592-0377,"대구광역시 달서구 선원남로 99 311동 103호(이곡동, 성서한빛마을)"
대구광역시,달서구,가정,인성어린이집,053-592-3266,"대구광역시 달서구 선원남로 99 317동 102호(이곡동, 성서한빛마을)"
대구광역시,달서구,가정,키즈맘어린이집,053-631-8057,"대구광역시 달서구 이곡공원로 33 201동 109호(이곡동, 성서동서화성타운)"
대구광역시,달서구,가정,혜솔어린이집,053-586-1827,"대구광역시 달서구 성서동로 355-27  (이곡동 ,대구성서4주공)"
대구광역시,달서구,직장,대구성서경찰서어린이집,053-587-7767,대구광역시 달서구 달구벌대로259길 15 성서경찰서
대구광역시,달서구,국공립,으뜸어린이집,053-581-0016,"대구광역시 달서구 선원로 122 (이곡동, 성서2차서한타운)"
대구광역시,달서구,국공립,큰별어린이집,053-581-4168,대구광역시 달서구 선원로23북길 16-10 (이곡동)
대구광역시,달서구,사회복지법인,국민연금어린이집,053-587-3230,"대구광역시 달서구 성서로 419  (이곡동 ,국민연금대구회관건물)"
대구광역시,달서구,가정,미소어린이집,053-593-1333,"대구광역시 달서구 계대동문로 123 101동 101호(이곡동, 우방아파트)"
대구광역시,달서구,가정,앙팡어린이집,053-586-4565,"대구광역시 달서구 선원로 100 105동 101호(이곡동, 동서서한아파트)"
대구광역시,달서구,가정,행복둥이어린이집,053-585-5134,"대구광역시 달서구 성서서로 316 301동 102호(이곡동, 대백창신한라)"
대구광역시,달서구,가정,행복한아이들어린이집,053-585-5810,"대구광역시 달서구 성서서로 330 105동 105호(이곡동, 청남아파트)"
대구광역시,달서구,국공립,라온키즈어린이집,053-525-0544,"대구광역시 달서구 한들로 55 302동 1층 관리동(장기동,장기초록나라)"
대구광역시,달서구,국공립,우리아이어린이집,053-552-5252,대구광역시 달서구 용산로14길 39
대구광역시,달서구,민간,죽전역하늘채어린이집,053-566-1971,"대구광역시 달서구 용산로12길 77 (장기동,죽전역코오롱하늘채)"
대구광역시,달서구,민간,하담어린이집,053-526-7932,"대구광역시 달서구 한들로 36  (장기동 ,영남네오빌파크)"
대구광역시,달서구,가정,하늘땅어린이집,053-521-7713,"대구광역시 달서구 한들로 70 301동 102호 (장기동 ,장기파랑새마을)"
대구광역시,달서구,국공립,에일린의뜰어린이집,053-563-7801,대구광역시 달서구 와룡로 254 죽전역에일린의뜰
대구광역시,달서구,국공립,조은어린이집,053-562-0266,대구광역시 달서구 당산로45길 95 (감삼동)
대구광역시,달서구,민간,대구예술어린이집,053-552-0179,대구광역시 달서구 죽전1안길 14 (죽전동)
대구광역시,달서구,민간,죽전어린이집,053-555-1087,대구광역시 달서구 와룡로51길 56-12 (죽전동)
대구광역시,달서구,국공립,The숲어린이집,053-636-6300,"대구광역시 달서구 갈밭로 33 (대곡동, LH천년나무1단지아파트)"
대구광역시,달서구,국공립,라온디엘어린이집,053-633-7742,"대구광역시 달서구 월배로 159 (진천동, 월배라온프라이빗디엘)"
대구광역시,달서구,국공립,라온센텀어린이집,053-643-5853,대구광역시 달서구 진천로16길 26 관리동(진천역라온프라이빗센텀)
대구광역시,달서구,국공립,서한어린이집,053-631-3111,"대구광역시 달서구 한실로6길 123 (대곡동, 수목원서한이다음아파트)"
대구광역시,달서구,국공립,수목원풍경채어린이집,053-642-2020,"대구광역시 달서구 갈밭남로 12 (대곡동, 수목원제일풍경채)"
대구광역시,달서구,국공립,월배어린이집,053-632-0525,대구광역시 달서구 상화로9길 102-10 (진천동)
대구광역시,달서구,국공립,풍경그린M어린이집,053-247-7770,"대구광역시 달서구 갈밭남로 64 (대곡동, 수목원풍경그린)"
대구광역시,달서구,국공립,호정어린이집,053-710-6030,"대구광역시 달서구 갈밭남로 17 (대곡동, 수목원호정포레스트)"
대구광역시,달서구,사회복지법인,사랑마을어린이집,053-635-0178,대구광역시 달서구 진천로10길 12 (진천동)
대구광역시,달서구,사회복지법인,상록수어린이집,053-642-6642,대구광역시 달서구 월배로23길 51 (진천동)
대구광역시,달서구,사회복지법인,아이원어린이집,053-639-2727,대구광역시 달서구 상화로9길 72-14 (진천동)
대구광역시,달서구,사회복지법인,한누리어린이집,053-639-2126,대구광역시 달서구 상화로9길 11 (진천동)
대구광역시,달서구,민간,나경어린이집,053-632-0103,대구광역시 달서구 상화로 26-16 (대곡동)
대구광역시,달서구,민간,리슈빌어린이집,053-638-9199,"대구광역시 달서구 진천로 77 105동 1층 (진천동, 진천역계룡리슈빌)"
대구광역시,달서구,민간,생각이크는어린이집,053-635-1462,대구광역시 달서구 상화북로5길 18 (진천동)
대구광역시,달서구,민간,아이비어린이집,053-643-2233,대구광역시 달서구 진천로3길 31 (진천동)
대구광역시,달서구,민간,예영어린이집,053-633-7648,대구광역시 달서구 진천로10길 58 (진천동)
대구광역시,달서구,민간,위드아이어린이집,053-636-6900,"대구광역시 달서구 비슬로 2734 (대곡동, 대곡역화성파크드림위드)"
대구광역시,달서구,가정,래미안어린이집,053-644-9797,"대구광역시 달서구 상화로8길 23 (대곡동, 삼성1차래미안아파트)"
대구광역시,달서구,가정,포스빌어린이집,053-294-3320,"대구광역시 달서구 월서로 51 관리동 (진천동, 월배역포스코더샵)"
대구광역시,달서구,직장,iM뱅크아이꿈터달서어린이집,053-637-1600,대구광역시 달서구 월배로 109
대구광역시,달서구,직장,대구광역시달서구청직장어린이집,053-719-3131,대구광역시 달서구 월배로 95-17 (진천동)
대구광역시,달서구,직장,정부대구지방합동청사행복한어린이집,053-230-7366,대구광역시 달서구 화암로 301 (대곡동) 정부대구지방합동청사
대구광역시,달성군,사회복지법인,가창어린이집,053-767-3444,대구광역시 달성군 가창면 퇴계길 5
대구광역시,달성군,국공립,가온솔어린이집,053-614-6636,대구광역시 달성군 과학마을로2길 6
대구광역시,달성군,국공립,구지반도유보라어린이집,053-615-5225,대구광역시 달성군 구지면 과학마을로3길 14
대구광역시,달성군,국공립,구지어린이집,053-614-3811,대구광역시 달성군 창리중앙3길 12
대구광역시,달성군,국공립,디에트르어린이집,053-617-1434,대구광역시 달성군 국가산단대로70길 17
대구광역시,달성군,국공립,모아미래도어린이집,053-617-1447,대구광역시 달성군 국가산단대로70길 42
대구광역시,달성군,국공립,반도아이사랑어린이집,053-615-2363,대구광역시 달성군 국가산단북로60길 59
대구광역시,달성군,국공립,영무예다음어린이집,053-617-5656,대구광역시 달성군 국가산단서로84길 118
대구광역시,달성군,국공립,유보라어린이집,053-617-7955,대구광역시 달성군 국가산단북로34길 10
대구광역시,달성군,국공립,줌파크어린이집,053-615-7942,대구광역시 달성군 국가산단대로64길 63
대구광역시,달성군,민간,과학마을어린이집,053-615-3615,대구광역시 달성군 구지면 과학마을로 70 과학마을청아람 단지 내
대구광역시,달성군,민간,도원어린이집,053-269-3355,대구광역시 달성군 창리중앙2길 28
대구광역시,달성군,민간,킨더바움어린이집,053-615-5594,대구광역시 달성군 구지면 창리서로6길 22
대구광역시,달성군,가정,구지아이숲어린이집,053-615-4467,대구광역시 달성군  구지면 과학마을로3길 14 104동103호(대구국가산단반도유보라)
대구광역시,달성군,가정,꿈나무어린이집,053-290-0660,대구광역시 달성군 구지면 과학마을로2길 6 207동105호(달성 화성 파크드림)
대구광역시,달성군,가정,펀키즈어린이집,053-615-2677,대구광역시 달성군 구지면 과학마을로2길 6 208동 102호(달성화성파크드림)
대구광역시,달성군,국공립,스탠포드어린이집,053-614-7017,대구광역시 달성군 논공읍 논공로5길 198
대구광역시,달성군,사회복지법인,논공어린이집,053-614-1644,대구광역시 달성군 논공읍 논공로23길 6-15
대구광역시,달성군,사회복지법인,미소어린이집,053-615-5559,대구광역시 달성군 논공읍 논공로5길 121 사회복지법인 미소어린이집
대구광역시,달성군,민간,그린어린이집,053-615-2006,대구광역시 달성군 논공읍 논공로15길 20-9
대구광역시,달성군,민간,꿈그린어린이집,053-614-3377,대구광역시 달성군 논공로17길 20
대구광역시,달성군,민간,미가숲어린이집,053-611-2231,대구광역시 달성군 논공읍 금포로 75-20
대구광역시,달성군,민간,북동아이사랑어린이집,053-617-1004,대구광역시 달성군 논공읍 논공로15길 16
대구광역시,달성군,민간,이튼어린이집,053-617-7001,대구광역시 달성군 논공읍 논공로17길 16-8
대구광역시,달성군,민간,남동어린이집,053-615-7979,대구광역시 달성군 남리길 32-6
대구광역시,달성군,민간,아이조아어린이집,053-615-8882,대구광역시 달성군 논공로17길 20-7
대구광역시,달성군,가정,아이랑어린이집,053-614-3590,대구광역시 달성군 논공읍 논공로7길 40-22
대구광역시,달성군,가정,알짬어린이집,053-615-6158,대구광역시 달성군 논공로23길 14 성원아파트 4/102
대구광역시,달성군,국공립,다사랑어울림어린이집,053-588-1212,대구광역시 달성군 다사읍 다사로 71
대구광역시,달성군,국공립,대실역e편한세상어린이집,053-587-9835,대구광역시 달성군 다사읍 죽곡1길 42 105동 101호
대구광역시,달성군,국공립,리슈빌한서어린이집,053-584-5854,대구광역시 달성군 다사읍 대실역남로 33 308동 105호(대실역리슈빌3단지)
대구광역시,달성군,국공립,매곡어린이집,053-591-0065,대구광역시 달성군 다사읍 매곡로14길 11
대구광역시,달성군,국공립,보문어린이집,053-592-8815,대구광역시 달성군 다사읍 다사로 82-2
대구광역시,달성군,국공립,서재태왕아너스어린이집,053-585-8855,대구광역시 달성군 다사읍 궁산2길 12
대구광역시,달성군,국공립,아이사랑어린이집,053-591-7895,대구광역시 달성군 다사읍 달구벌대로 790
대구광역시,달성군,국공립,에코동화아이위시어린이집,053-591-7005,대구광역시 달성군 다사읍 서재로7길 23 (에코폴리스동화아이위시2차)
대구광역시,달성군,국공립,죽곡한신휴플러스어린이집,053-587-6873,대구광역시 달성군 다사읍 대실역남로 50 (죽곡한신휴플러스)
대구광역시,달성군,국공립,죽곡협성휴포레어린이집,053-591-7708,대구광역시 달성군 다사읍 달구벌대로174길 50
대구광역시,달성군,국공립,죽곡휴먼시아어린이집,053-582-0059,"대구광역시 달성군 다사읍 대실역북로1길 6 106동 1층(매곡리, 죽곡휴먼시아1단지아파트)"
대구광역시,달성군,국공립,즐거운어린이집,053-585-7911,대구광역시 달성군 다사읍 대실역북로 26 205동 105호
대구광역시,달성군,국공립,푸르지오어린이집,053-582-2585,대구광역시 달성군 다사읍 대실역남로 93 204동 105호
대구광역시,달성군,국공립,해피아이어린이집,053-583-7100,대구광역시 달성군 다사읍 대실역북로 96
대구광역시,달성군,국공립,힐스테이트다사어린이집,053-585-5068,대구광역시 달성군 다사읍 매곡로12길 22
대구광역시,달성군,사회복지법인,녹원어린이집,053-591-4799,대구광역시 달성군 다사읍 다사로 82-4 녹원어린이집
대구광역시,달성군,사회복지법인,세계어린이집,053-593-5115,대구광역시 달성군 다사읍 매곡로4길 36
대구광역시,달성군,사회복지법인,죽곡어린이집,053-585-5432,대구광역시 달성군 다사읍 달구벌대로174길 17-5
대구광역시,달성군,민간,강창리더스어린이집,053-587-0300,대구광역시 달성군 달구벌대로 814 강창하이츠 단지내
대구광역시,달성군,민간,그린숲어린이집,053-586-0056,대구광역시 달성군 다사읍 다사로 50 관리동
대구광역시,달성군,민간,다사동그라미어린이집,053-581-1158,대구광역시 달성군 다사역로 60
대구광역시,달성군,민간,대실아름어린이집,053-584-9333,대구광역시 달성군 대실역남로 35 죽곡청아람리슈빌4단지
대구광역시,달성군,민간,라온숲어린이집,053-286-2114,대구광역시 달성군 다사읍 대실역남로 93 죽곡푸르지오 209동 1층
대구광역시,달성군,민간,빛나는별어린이집,053-588-3279,대구광역시 달성군 다사읍 매곡로14길 8 삼정그린코아더베스트
대구광역시,달성군,민간,아이엠어린이집,053-586-8133,대구광역시 달성군 다사읍 다사로 103-8
대구광역시,달성군,민간,은초롱 어린이집,053-582-8081,대구광역시 달성군 다사읍 서재본1길 11
대구광역시,달성군,민간,정원숲어린이집,053-621-1617,대구광역시 달성군 다사읍 죽곡2길 2-10
대구광역시,달성군,민간,죽곡아이세상어린이집,053-584-3000,대구광역시 달성군 다사읍 대실역남로 11 보육시설
대구광역시,달성군,민간,청아람어린이집,053-585-9989,대구광역시 달성군 다사읍 대실역북로 26 대실역청아람 2단지
대구광역시,달성군,민간,초록마을어린이집,053-292-7902,대구광역시 달성군 다사읍 대실역북로 38 106동 103호(대실역청아람1단지)
대구광역시,달성군,민간,키즈월드어린이집,053-584-5144,대구광역시 달성군 다사읍 죽곡1길 42 대실이편한세상내
대구광역시,달성군,민간,햇살조은어린이집,053-593-3421,대구광역시 달성군 다사읍 왕선로 26 죽곡 하우젠트아너스빌 302동
대구광역시,달성군,가정,도담어린이집,053-581-8446,대구광역시 달성군 다사읍 서재로7길 25 305동 105호 (에코폴리스 동화아이위시3차)
대구광역시,달성군,가정,동화나라어린이집,053-267-2588,대구광역시 달성군 다사읍 서재로7길 25 314동 106호(동화아이위시3차)
대구광역시,달성군,가정,아너스어린이집,053-586-4416,대구광역시 달성군 다사읍 왕선로 26 102동 102호(죽곡 하우젠트아너스빌)
대구광역시,달성군,가정,엄마사랑어린이집,053-588-4999,"대구광역시 달성군 다사읍 달구벌대로 812 203동 106호(죽곡리, 강창하이츠)"
대구광역시,달성군,가정,유앤아이어린이집,053-626-2580,"대구광역시 달성군 다사읍 매곡로4길 9 103동 1층(매곡리, 다사한일유앤아이)"
대구광역시,달성군,가정,카이스트어린이집,053-582-0995,대구광역시 달성군 다사읍 서재로7길 25 310동 102호(에코폴리스 동화아이위시3차)
대구광역시,달성군,가정,토토빌어린이집,053-587-6565,대구광역시 달성군 다사읍 대실역북로 38 105동 107호 (청아람아파트)
대구광역시,달성군,가정,파란마을어린이집,053-586-8710,대구광역시 달성군 다사읍 죽곡2길 6 103/108
대구광역시,달성군,가정,풍경어린이집,053-587-9193,대구광역시 달성군 다사읍 세천남로 35 111동 101호(제일풍경채 프라임)
대구광역시,달성군,가정,한서어린이집,053-586-5856,"대구광역시 달성군 다사읍 달구벌대로 802-1 101동 101호(, 강창한서꼼빠니아타운)"
대구광역시,달성군,국공립,삼정그린아이어린이집,053-582-7117,대구광역시 달성군 다사읍 세천북로 10
대구광역시,달성군,국공립,에코폴리스어린이집,053-588-7940,대구광역시 달성군 다사읍 서재로12길 38 관리동
대구광역시,달성군,국공립,풍경채프라임어린이집,053-581-7373,대구광역시 달성군 다사읍 세천남로 35
대구광역시,달성군,국공립,한라아이터어린이집,053-591-7179,대구광역시 달성군 다사읍 세천로 187
대구광역시,달성군,사회복지법인,서재어린이집,053-585-3396,대구광역시 달성군 다사읍 서재로20길 23
대구광역시,달성군,민간,리틀삐아제어린이집,053-585-2816,대구광역시 달성군 다사읍 서재로 59
대구광역시,달성군,민간,아이꿈어린이집,053-585-0111,대구광역시 달성군 다사읍 서재로 120
대구광역시,달성군,민간,아이위시3차어린이집,053-592-2001,대구광역시 달성군 다사읍 서재로7길 25 보육시설
대구광역시,달성군,민간,재능어린이집,053-586-5018,대구광역시 달성군 서재로30길 42 서재우방아파트내 재능어린이집
대구광역시,달성군,민간,현대엠코아이마루어린이집,053-242-6435,대구광역시 달성군 다사읍 세천로 160 북죽곡엠코타운더솔레뉴 단지 내
대구광역시,달성군,민간,화성키즈스쿨 어린이집,053-591-8858,대구광역시 달성군 다사읍 서재로27길 42 (신성서화성파크드림 단지내)
대구광역시,달성군,가정,가온누리어린이집,053-586-1050,대구광역시 달성군 다사읍 세천로 160 104동 105호 (북죽곡엠코타운더솔레뉴)
대구광역시,달성군,가정,비발디어린이집,053-587-8089,대구광역시 달성군 다사읍 세천로 187 107동 104호(대구세천한라비발디)
대구광역시,달성군,가정,오즈어린이집,053-281-6838,"대구광역시 달성군 다사읍 서재로30길 17 106동 103호(서재리, 서재보성타운1차아파트)"
대구광역시,달성군,가정,온유어린이집,053-292-7804,대구광역시 달성군 다사읍 세천로 187 108동 106호(대구세천한라비발디)
대구광역시,달성군,가정,진흥파크어린이집,070-7633-2280,대구광역시 달성군 다사읍 서재로24길 29
대구광역시,달성군,가정,참사랑어린이집,053-585-3025,대구광역시 달성군 다사읍 서재로30길 7 서재2차보성타운 205동 102호
